bairro,regional,geometry,precos,quartos,areas,IDHM
Agua verde,REGIONAL PORTÃO,"POLYGON ((-49.27114921854898 -25.45303134036689, -49.27085924642682 -25.45366290304544, -49.27063002808693 -25.4541621372632, -49.26997694111615 -25.45558453042928, -49.2694600203113 -25.45671032723759, -49.26939997916116 -25.45684108956106, -49.26930097227953 -25.45705671684636, -49.26929190933178 -25.45707645499031, -49.26953030845957 -25.45729241871543, -49.27071964210317 -25.45836980916316, -49.27150849222765 -25.45908439507238, -49.27179589074935 -25.45934473417102, -49.27281752535845 -25.46027016611833, -49.2739385362862 -25.46128559145949, -49.27441381541605 -25.46171609811915, -49.27442289059004 -25.46172431915954, -49.27442340117532 -25.4617247781022, -49.27443466897696 -25.46173493696541, -49.27445634761215 -25.46175448475553, -49.27501116804725 -25.46225472805816, -49.27605415095659 -25.46319509513529, -49.27613444415356 -25.4632674870542, -49.27724456984865 -25.46426836898119, -49.27734952666928 -25.46436299644893, -49.27833856609514 -25.4652546826896, -49.27836619577883 -25.46527959177386, -49.27948594786625 -25.46628910237213, -49.28030340866477 -25.46702606593319, -49.28059098821831 -25.46728532550032, -49.28098908479371 -25.46764421354695, -49.28169918243875 -25.46828436766278, -49.28169935924204 -25.46828452677445, -49.2828001389074 -25.4692768604763, -49.28391038704527 -25.47027770585514, -49.28501664691345 -25.4712749328057, -49.28501805657792 -25.47127620396075, -49.28612409142563 -25.47227320177406, -49.2861293609857 -25.47227795253162, -49.28612940608962 -25.47227785387442, -49.28629729034112 -25.47192100381162, -49.28658268906405 -25.47131436530189, -49.28658450407065 -25.47131050784813, -49.28674464919592 -25.47097010128801, -49.28704245706913 -25.47033707256904, -49.28743348114773 -25.46950588831411, -49.28745276311276 -25.46946458440861, -49.28749491734985 -25.46933209469998, -49.28749502627507 -25.46933186123542, -49.28791164663439 -25.46844517581, -49.28799144615546 -25.46838616106275, -49.28799169831804 -25.46838605710631, -49.28801301779836 -25.46837740792239, -49.28855178785145 -25.46815878275199, -49.28855216144084 -25.46815863392482, -49.28883682947664 -25.46804519529438, -49.28895871700981 -25.46797060074087, -49.28949830681329 -25.46727659199929, -49.28949861658721 -25.46727619115893, -49.28963759276554 -25.46709684392194, -49.29047786760277 -25.46600445343492, -49.29047950498422 -25.46600232572085, -49.29048486860639 -25.46599534997716, -49.29083759851547 -25.46553678043756, -49.29127243094751 -25.46497146552391, -49.29133312909111 -25.46489255425156, -49.29132998162745 -25.46488432387681, -49.29127352428732 -25.46473667313283, -49.29113650467155 -25.46437833146368, -49.29112280753949 -25.46434250638366, -49.29103396283593 -25.46411014969697, -49.29066772257572 -25.46315231852242, -49.29064162760908 -25.46308407166537, -49.29056072704147 -25.46287248719038, -49.29020388127363 -25.46206574281753, -49.29018505492606 -25.46202435207288, -49.28979174797326 -25.46115961820881, -49.28973364271769 -25.46103186726413, -49.28972366433721 -25.46100992492419, -49.28960694393777 -25.46075041824403, -49.28935255968871 -25.46018483209275, -49.28927572268525 -25.46001399740382, -49.28923456621455 -25.45992249017435, -49.28911496876236 -25.45963888198994, -49.28908746478159 -25.45956054850354, -49.28905742222914 -25.45947498518956, -49.28904997517962 -25.45944252241173, -49.28899916072351 -25.45922098099611, -49.28897104073646 -25.4590793596091, -49.28893426332985 -25.45889413394419, -49.28892500638947 -25.45884751188668, -49.28891739767836 -25.4588091898325, -49.28891451829391 -25.45879468637411, -49.2888228163448 -25.45833290500563, -49.28866821034789 -25.45755434978263, -49.28854915550211 -25.4569548145641, -49.28854238832094 -25.45692073251493, -49.28846175415534 -25.45651466397813, -49.28823296130678 -25.45536246884003, -49.28822748830928 -25.4553349039535, -49.28818988651434 -25.45514553691438, -49.28793779567727 -25.45387598416695, -49.28793743695342 -25.45387418474639, -49.28793461173718 -25.45385994198443, -49.28794934083583 -25.45385949827347, -49.28876281518072 -25.45383496039835, -49.28877889953311 -25.45383447454476, -49.28941795736236 -25.45381519583879, -49.2894324454247 -25.45381475798604, -49.28982555183131 -25.45380289837853, -49.29049944426251 -25.45377308292403, -49.29052335268866 -25.45377202510985, -49.29066064495463 -25.4538252967346, -49.29076288644718 -25.45386496638625, -49.29112207431265 -25.45400433495307, -49.29122968249762 -25.45400919901921, -49.2912565613387 -25.45401041447783, -49.2928730742582 -25.45408348059724, -49.29309385379461 -25.45363438256143, -49.29327726107435 -25.45326130270273, -49.2932883259383 -25.45323879633198, -49.29329610850021 -25.45322296328678, -49.29329652401336 -25.45322211898775, -49.29397712585579 -25.45183764193334, -49.29404423760388 -25.45170112391757, -49.2941343012838 -25.45151791086565, -49.29413464116199 -25.45151722162493, -49.29450082541298 -25.45075401988156, -49.29457702423466 -25.45059520517411, -49.2945773005822 -25.45059463090946, -49.29479691191541 -25.45013690846525, -49.29479834813463 -25.4501339170975, -49.2948037167037 -25.45012272861, -49.29481135440742 -25.45010680892187, -49.29503561703855 -25.44963939239888, -49.29504538997935 -25.44961902095847, -49.29547541830397 -25.4487227265668, -49.29547963500948 -25.44871393927026, -49.29488423315481 -25.44849627033356, -49.29482982616588 -25.44847637955086, -49.29482900318612 -25.44847607960207, -49.29482653856298 -25.44847513186656, -49.29404937497188 -25.44817661686947, -49.29252639711591 -25.44759161189926, -49.29218293924155 -25.4474596796173, -49.29217662535459 -25.44745725329668, -49.29136161047565 -25.44714417911365, -49.29133832763255 -25.44713523612628, -49.29041408630151 -25.44678019634125, -49.29001177360706 -25.44662564856387, -49.2899274311566 -25.44659324901412, -49.2892680220261 -25.44634066662486, -49.28824390699008 -25.44594837984933, -49.28818039564575 -25.44592405114091, -49.28670494350187 -25.44535886301355, -49.28669533038737 -25.44535518130597, -49.28551934030074 -25.44490468948432, -49.28444530891915 -25.44449324566735, -49.28278530635031 -25.44385730472095, -49.28243797050493 -25.44372423772229, -49.2824272645585 -25.44372013685718, -49.28101217904227 -25.44317799811289, -49.27984701661983 -25.44273159563245, -49.27890363261641 -25.44237015183144, -49.27868672691059 -25.4422870475901, -49.27771581937986 -25.44191504843987, -49.27768518737173 -25.4419033121922, -49.27735633669183 -25.441780612353, -49.27646660007334 -25.44144863045744, -49.27641569684303 -25.44155952146919, -49.27600479266005 -25.44245467528024, -49.27579672685192 -25.44290793641773, -49.27578967966896 -25.442923291122, -49.2750888114703 -25.44445007746095, -49.27448247339495 -25.44577090173269, -49.27440222184924 -25.44594571982587, -49.2743999169542 -25.44595073955037, -49.27438996699226 -25.44597241444085, -49.27375829636392 -25.44734838095412, -49.27325141034384 -25.44845250201172, -49.27314066556333 -25.44869372788716, -49.27313962704648 -25.44869599029024, -49.27255392325267 -25.44997176116858, -49.2725076858412 -25.45007247229464, -49.27198327615327 -25.45121470501026, -49.27115281041678 -25.45302351573913, -49.27114921854898 -25.45303134036689))",1500.0,2.0,55.0,0.946
Jardim social,REGIONAL MATRIZ,"POLYGON ((-49.23000231238066 -25.4164766431429, -49.22999669874449 -25.41649904981508, -49.22984075788015 -25.41649717141305, -49.22970335184853 -25.41651257889617, -49.22959260215151 -25.41654058513895, -49.22950885025244 -25.41657135372247, -49.22945607787248 -25.41662006080913, -49.22944879418776 -25.41662678360541, -49.22942044477136 -25.4166690261834, -49.22941775604328 -25.41667303493702, -49.22929758639011 -25.41685210194359, -49.22920475580118 -25.41694631730847, -49.22909074348892 -25.4170206870754, -49.22900585618801 -25.41705550816399, -49.22896353549133 -25.41707286975301, -49.22867505190927 -25.41717079874913, -49.22864045132225 -25.41718254533011, -49.22844273014516 -25.41727784305508, -49.2282715931922 -25.41739061414657, -49.22811916200857 -25.41751579794483, -49.22787060746197 -25.41777668413817, -49.22773507086293 -25.41794329050431, -49.22755285587272 -25.41816727791542, -49.22747903558565 -25.41826298541151, -49.2272951760738 -25.41850135891227, -49.22704195469741 -25.41880236173358, -49.22692991611823 -25.41891828130618, -49.22678835800171 -25.4190338445501, -49.22661717388785 -25.41915636261376, -49.22633216737419 -25.4193263474337, -49.22603968945531 -25.4195585331582, -49.22593548520055 -25.41968917151613, -49.22571934148051 -25.42009936663936, -49.22571898953669 -25.42010003187262, -49.22571421649545 -25.42010909243092, -49.22549193561877 -25.42002386884208, -49.22522628407138 -25.41992201656145, -49.22487022700706 -25.41978550272259, -49.22486795898848 -25.41978463392282, -49.22483505086723 -25.41977201649733, -49.2246184790204 -25.41968897980863, -49.2246179468501 -25.41968877666625, -49.2245965766938 -25.41968058329027, -49.22459985460674 -25.41968785221043, -49.22474616785654 -25.42001236865638, -49.22524820528866 -25.42112586573483, -49.22524840559364 -25.42112631612931, -49.22524850955616 -25.42112655046432, -49.22560140913373 -25.42192701808301, -49.22563456294547 -25.42193964218522, -49.22563548432473 -25.42193999273747, -49.22626756932222 -25.42218068374952, -49.22710474534952 -25.42249946231128, -49.22857315665752 -25.42305858951883, -49.23004291281654 -25.42361820971318, -49.23105923703468 -25.42400517046611, -49.23107948629509 -25.42401287998524, -49.23150658406707 -25.42417549266748, -49.23297278459937 -25.42473372042519, -49.23443804001901 -25.4252915667391, -49.23453172648275 -25.42532723472241, -49.2357086233439 -25.425775284131, -49.23699922005944 -25.4262666053433, -49.23829267911155 -25.42675900072122, -49.23956698626409 -25.42724409265802, -49.24038551617311 -25.42755567375844, -49.24055372018397 -25.42761970210496, -49.24062036503759 -25.42761607893038, -49.24092652476617 -25.42759943042964, -49.2413818526381 -25.42753067319304, -49.24172246930163 -25.42740593521467, -49.24177454360895 -25.42738686511519, -49.24184778076553 -25.42721113117279, -49.24218228644371 -25.42640847419026, -49.24218289813673 -25.42640700643533, -49.24219376087601 -25.42638094103577, -49.24230904428552 -25.42603505751408, -49.24231831972325 -25.42600722913953, -49.24232153355999 -25.42599758621096, -49.24239814829146 -25.42576771790145, -49.24244092760821 -25.42563936925014, -49.24247684595687 -25.42546886334027, -49.24250434669044 -25.42533832617359, -49.24250473859389 -25.4253325170738, -49.24250482466638 -25.42533126839527, -49.2425076838969 -25.42528905607029, -49.24251242987998 -25.42521900740995, -49.24252319478165 -25.42506013230257, -49.24251279709921 -25.42487872252483, -49.24250550308823 -25.42475143777641, -49.24242700210258 -25.42447763467473, -49.24242526999603 -25.42447159628817, -49.24240709287646 -25.42440819472546, -49.24237340199716 -25.42433127679043, -49.24236916213098 -25.42432159868438, -49.24227911777548 -25.42411602163924, -49.24227669332544 -25.4241104874145, -49.24227122189652 -25.42409799595227, -49.2422234020217 -25.42402509117126, -49.24221207482925 -25.42400782230171, -49.24221092911682 -25.424006075092, -49.24218200773069 -25.42396198210755, -49.24207611559019 -25.42380054031061, -49.24186578352997 -25.42356354449468, -49.24177888610136 -25.42346563017293, -49.2417554639252 -25.42343923604133, -49.24175290755164 -25.42343635613565, -49.2417523535341 -25.42343573181465, -49.24172863094245 -25.42340591446801, -49.24146576487101 -25.42307552228243, -49.24084664560691 -25.42229735380442, -49.24055536843135 -25.42193124574354, -49.24051683399155 -25.42188281159432, -49.23993565941507 -25.421152317349, -49.23988740091539 -25.42108008162845, -49.23987170155452 -25.42105658166206, -49.23986812662942 -25.4210512308848, -49.23985503834678 -25.42103164246139, -49.23979107884586 -25.42093590286639, -49.23977178004221 -25.42086358975979, -49.23977109184289 -25.42086100991639, -49.23977019071668 -25.42085763350587, -49.23972357381735 -25.42068297112436, -49.23972102988336 -25.42067343614605, -49.23971757046002 -25.42040517644715, -49.23978079861314 -25.42011749330626, -49.23984744282469 -25.41995226014835, -49.23987660411336 -25.41987996055715, -49.23987673000254 -25.41987964798514, -49.23988041521783 -25.41987051052364, -49.23997771903397 -25.41970938210689, -49.24020358258766 -25.41933537585977, -49.24022735984364 -25.41929600278011, -49.24022913414807 -25.41929306506468, -49.24099488677662 -25.41802502408312, -49.24100672295134 -25.41800542169485, -49.24142579590886 -25.41731145032166, -49.24143380557396 -25.4172981828869, -49.24163072057245 -25.41697209615879, -49.24163977762991 -25.41695709892414, -49.24164228299204 -25.4169529472265, -49.24166058609294 -25.41692263928276, -49.2416622285234 -25.41691992037555, -49.24167400661918 -25.41690041641018, -49.24174758646978 -25.41664134243202, -49.24175184163355 -25.41662635826334, -49.2417763399642 -25.41646568464519, -49.24176600290605 -25.41641835413248, -49.24174642003366 -25.41632868957042, -49.24174619479598 -25.41632765371632, -49.24174327893245 -25.41631430677923, -49.24172786452618 -25.41624374078987, -49.24149165237564 -25.41545367020621, -49.24142773304982 -25.41523987780879, -49.24112206544205 -25.41421749553724, -49.24111369832759 -25.41421046193249, -49.24075227194459 -25.41390669371369, -49.24004075210129 -25.41330867380247, -49.23900834848821 -25.41244094046799, -49.23878598351593 -25.41225403804977, -49.23816015533435 -25.41172801923982, -49.23766836439864 -25.4113146568308, -49.2376360974443 -25.4112875350807, -49.23743816671526 -25.41117437112271, -49.23741476114976 -25.4111609910828, -49.2373480386394 -25.41112284289999, -49.23694097467362 -25.41100068780518, -49.23693823721064 -25.41100027256051, -49.23582864514601 -25.41083203756578, -49.23533142352457 -25.41075664788378, -49.23497349717461 -25.41070237703881, -49.23418631527188 -25.41058301616429, -49.23418481761211 -25.41058278878409, -49.23327656801815 -25.41044506272369, -49.23326695125196 -25.41044360594794, -49.23215008926135 -25.41213553993728, -49.23203672870246 -25.4123072677003, -49.23200357317866 -25.41235749349749, -49.23196640416882 -25.4124137988584, -49.23190548991715 -25.41250607818608, -49.23173808446811 -25.41267309282498, -49.23150369427421 -25.41290693406862, -49.23147971264474 -25.41293086155479, -49.23103611208383 -25.41381499759787, -49.23096753036776 -25.41395168755265, -49.2309651732895 -25.41395638469515, -49.23062998674438 -25.41462442949365, -49.23062980052176 -25.4146248008405, -49.23061923469841 -25.41464586185306, -49.23049899525784 -25.41488550296516, -49.23047898586166 -25.41494358929485, -49.23039249790855 -25.41519468457, -49.23014077940532 -25.41592546221327, -49.23013951730065 -25.41592912669773, -49.23013934856036 -25.415929796354, -49.23010889147754 -25.41605133631559, -49.230059296245 -25.41624925020715, -49.23000231238066 -25.4164766431429))",1300.0,2.0,74.0,0.954
Xaxim,REGIONAL BOQUEIRÃO,"POLYGON ((-49.26498086210688 -25.48821073291642, -49.26411944558158 -25.48997980078887, -49.26319976230528 -25.48959958105909, -49.26319889714948 -25.4896012304765, -49.26319134554374 -25.48961562122039, -49.26256742013852 -25.490804893991, -49.26209076130895 -25.4913174969218, -49.26207569897775 -25.49133369683441, -49.26206891362177 -25.49134806462987, -49.26165282584174 -25.49222927509121, -49.26164725954124 -25.49224106422846, -49.26101628511915 -25.49198924376958, -49.26101616983082 -25.49198919721898, -49.26101268006051 -25.49199641437546, -49.26057683172331 -25.49289822088904, -49.26013629889525 -25.49380970275766, -49.2600744775154 -25.49393761221649, -49.26006931460181 -25.49395391834122, -49.26003936755098 -25.49404854000889, -49.26001392896251 -25.4941289162949, -49.25971065783779 -25.49476484091886, -49.25943798458454 -25.49533659902072, -49.25884104365307 -25.49658828378296, -49.25796264108947 -25.49843008286957, -49.25796031079989 -25.49843496968918, -49.25708829366182 -25.50026331597814, -49.25620702399044 -25.50211099690772, -49.2562056659285 -25.50211384437835, -49.25683250035173 -25.50237165209062, -49.25684433534155 -25.5023765199809, -49.25697058319763 -25.50242844344669, -49.25696832070354 -25.50243312552076, -49.25696652011465 -25.50243685046347, -49.25694105758887 -25.50248953718068, -49.25678157649335 -25.50281952766989, -49.25637070328011 -25.50366968307886, -49.25607828960258 -25.50427472342102, -49.25607375509965 -25.50428410560409, -49.25473917054932 -25.50704542731146, -49.25433251453708 -25.50788678567892, -49.25341425004193 -25.50978660488826, -49.25341387260227 -25.50978738558529, -49.25341039178298 -25.50979458442851, -49.25339729336907 -25.50982168148688, -49.25335916157945 -25.50990057473005, -49.2508670466286 -25.51500182705948, -49.25080416868041 -25.51513052605067, -49.25070949004972 -25.51532431732867, -49.2498748243064 -25.51703271814104, -49.24983496542743 -25.51711429891162, -49.24981283896368 -25.51715959072289, -49.25087522880774 -25.5175868021004, -49.25167794982949 -25.51790958717028, -49.25190010517046 -25.51793751539152, -49.25297518845826 -25.51781838883039, -49.2556309889527 -25.51752407618637, -49.25563110815838 -25.5175240632791, -49.25563872360419 -25.51752321996793, -49.25567136466429 -25.51751960211394, -49.25553299385066 -25.51790935929421, -49.25534991818147 -25.51842503836981, -49.25529023169592 -25.51859315665587, -49.25528461223991 -25.51860898759317, -49.25528168399599 -25.51862600109169, -49.25528150368425 -25.51862704807488, -49.2552505875084 -25.51880664379072, -49.25522389605498 -25.51896170356683, -49.25524174938468 -25.51935994862722, -49.25527754129153 -25.5201583192195, -49.25528434783232 -25.52031015934645, -49.255284651906 -25.52031693051685, -49.255285144774 -25.52032794674036, -49.25530316294634 -25.52072983370111, -49.25530565156971 -25.52078533552869, -49.25530776436509 -25.52083243543324, -49.2553077938862 -25.52083312344976, -49.25530807292547 -25.52083931630838, -49.25529224681586 -25.52098121828277, -49.2552919494447 -25.52098389266778, -49.2552654314872 -25.5212216775758, -49.25503526501905 -25.52235934546923, -49.25498207473461 -25.52262224956117, -49.25498185619428 -25.52262333576077, -49.25484591676329 -25.52329524337689, -49.25471859357794 -25.52376073471274, -49.25462188913859 -25.5239960494603, -49.25462049119208 -25.52399944908811, -49.25462014877525 -25.5240002825489, -49.25461919135979 -25.52400261515315, -49.25448194102874 -25.52433664233658, -49.25443984005226 -25.52443910304341, -49.25419523635444 -25.52496187147922, -49.25392298609699 -25.5255437239582, -49.25404089641753 -25.52557076844748, -49.25459123880188 -25.52548650674939, -49.25504603889713 -25.52536959748064, -49.25531565706365 -25.52530889222972, -49.25557420338504 -25.52528452620803, -49.25575817435325 -25.52536011279825, -49.2559187762465 -25.52542792772462, -49.25600499339469 -25.525500514238, -49.25607399193313 -25.52555860244462, -49.25615651723145 -25.52562449474561, -49.25645849543748 -25.52576179082125, -49.25661348406801 -25.52588072626566, -49.25669357340016 -25.5260738811285, -49.25679071540198 -25.52636762802311, -49.25688775824995 -25.52666137423288, -49.25705020988502 -25.52689739807466, -49.25721229951525 -25.52715851501258, -49.25728299583149 -25.52736834943346, -49.25730692890296 -25.5276194268544, -49.25735910112693 -25.52783734684986, -49.25748392330435 -25.52812302683624, -49.25761799710851 -25.52840890714004, -49.25771653178044 -25.52860652426914, -49.25782536802937 -25.52882114581204, -49.25785582493343 -25.52888930694924, -49.25773251739151 -25.52907715320624, -49.2577737959658 -25.52916257628484, -49.25779628710673 -25.52920912175686, -49.25781675273652 -25.5292514763715, -49.25784207490981 -25.52930388082276, -49.25790663831305 -25.52920441105525, -49.2579159216472 -25.52919010749709, -49.25825696906603 -25.52866468034009, -49.25844003511813 -25.52847266868859, -49.25863036804974 -25.52830105628611, -49.25875579141947 -25.52821925487092, -49.25876114715855 -25.52821576339207, -49.2588970824897 -25.52816619106552, -49.25903257275339 -25.52814739845943, -49.25937797660745 -25.52815827395261, -49.25970442979304 -25.5281860765602, -49.26007664902365 -25.5282388314143, -49.26009794037969 -25.52824184819041, -49.26037471392639 -25.52832692728376, -49.26053941349797 -25.52836634875641, -49.26054609867924 -25.52836642813972, -49.26076474116102 -25.52836902424559, -49.26089829312311 -25.52835354714389, -49.26106058959488 -25.52830437665508, -49.26155989549993 -25.52806149641015, -49.26190451407546 -25.52786453604907, -49.26260376269438 -25.52756272555411, -49.26315500107462 -25.52723694814053, -49.26375576822679 -25.52698849206315, -49.26412276730106 -25.52680533317597, -49.2643315476576 -25.52665785489273, -49.26447120743153 -25.52660498108932, -49.26474743567051 -25.526465162459, -49.26484132424886 -25.52641631292328, -49.26516376666162 -25.52624855060987, -49.26564366703746 -25.52604632167936, -49.26571104266607 -25.52602142052046, -49.2657295661331 -25.52601457469146, -49.26574189575584 -25.5260100193912, -49.26594516318379 -25.52589280678097, -49.26625549180496 -25.52568540893065, -49.26646234447866 -25.52553467233379, -49.26663889044758 -25.52540602024655, -49.26672291407339 -25.52534038890362, -49.2667884215964 -25.52521305890194, -49.26680270108394 -25.52517541385375, -49.26686908531376 -25.52500041425956, -49.26695453933973 -25.52444738680384, -49.26705793468724 -25.52418987226034, -49.26710915305929 -25.52406064890863, -49.26715753445253 -25.52393858879175, -49.26716994767972 -25.52390727152086, -49.2672453806392 -25.52367073162767, -49.26731873224764 -25.52338514595385, -49.26734305409838 -25.52322961297814, -49.26738091547887 -25.52309070170626, -49.26740449713839 -25.52300419230439, -49.26752917745908 -25.52270540059982, -49.26754308626498 -25.52268536428139, -49.26762254486553 -25.52257090626455, -49.26772601313547 -25.5224646314392, -49.26772655858541 -25.52246407309714, -49.26781711482356 -25.52232439944284, -49.26789314776786 -25.5222398947493, -49.26794776945226 -25.52216445236555, -49.26801590902274 -25.52207034264836, -49.26809159525222 -25.52196580816771, -49.26814106780154 -25.52188388604793, -49.26818800844692 -25.52180616192569, -49.26825154345172 -25.5217189817795, -49.26834845738558 -25.52162840456826, -49.26835524350965 -25.5216256156329, -49.26843753259664 -25.52159181080347, -49.26853081393506 -25.52156023244508, -49.2685952569537 -25.52155530641125, -49.26871802953206 -25.521563699996, -49.2687293426592 -25.52156447450779, -49.26880661145518 -25.52158795713901, -49.26890299692393 -25.52162430480504, -49.26899424437164 -25.52163043845331, -49.26905666225323 -25.52162106473378, -49.269123472998 -25.52159675634694, -49.26917463085071 -25.52160241627213, -49.2692171362453 -25.52163559916167, -49.26927198030304 -25.52171722711159, -49.26936672519169 -25.52182176538987, -49.26939744622793 -25.5218556614551, -49.2694455316872 -25.521881326559, -49.26949928702652 -25.52189324629397, -49.26952587344949 -25.52189228966549, -49.26960321270778 -25.52188950853599, -49.26966264564338 -25.52189400199759, -49.26971780347598 -25.52191216745502, -49.26977721830247 -25.52191792468802, -49.26984511638258 -25.52191493495828, -49.269906383515 -25.52189561687636, -49.27000953913486 -25.52184149417719, -49.2700749032451 -25.52182096036641, -49.27010601427126 -25.5218107377164, -49.27018206566583 -25.52178575274849, -49.27023479641429 -25.52177888203327, -49.27031371874681 -25.52177728626717, -49.27033609534297 -25.52175699201536, -49.27043478500431 -25.52166749227562, -49.2717811258941 -25.52066426410076, -49.27186526041021 -25.52060157050286, -49.27229348040126 -25.52031664578133, -49.27243179469853 -25.52022501871853, -49.27365968976461 -25.51940793481799, -49.27379483543928 -25.51932248561577, -49.27501658312571 -25.5185101687868, -49.27631147507586 -25.51764916330668, -49.27644823993179 -25.51755790241339, -49.27645445942531 -25.51755377240552, -49.27741945524721 -25.51691285888767, -49.28344011164127 -25.51291385491429, -49.2836691924748 -25.51276168609067, -49.2868525491867 -25.51064703126068, -49.28697867038021 -25.510563247191, -49.287150283316 -25.51045090576281, -49.28721103871823 -25.51041113454221, -49.28713073266429 -25.51031183121216, -49.28488550081897 -25.50753538047446, -49.28480356770646 -25.50743406004999, -49.28480102585649 -25.50743090712441, -49.28478525927983 -25.50741134655886, -49.28360046017691 -25.50594144546675, -49.2831522119907 -25.5053853222122, -49.28247071647458 -25.5044844552737, -49.28245397862632 -25.50446232857272, -49.28192129859035 -25.50380012927672, -49.28136248183643 -25.50310542847707, -49.28004161285114 -25.5014633361492, -49.27973608495461 -25.50108349698115, -49.27926955710536 -25.50050349703479, -49.27854044392902 -25.49959702767175, -49.27779006892195 -25.49866410980069, -49.27775518265283 -25.49862073481558, -49.27702911272159 -25.49772367988642, -49.27628760338772 -25.49680753030361, -49.27556290561787 -25.49591213686552, -49.27555710188334 -25.49590495990996, -49.2755566108773 -25.49590435297335, -49.27555194250416 -25.49589857793883, -49.27553021137756 -25.49587170096911, -49.27552906590238 -25.49587028460225, -49.27527260406483 -25.49555309737958, -49.27438876078812 -25.49445995362309, -49.27436855085711 -25.49443495794551, -49.27375624580704 -25.49367763923231, -49.27373462345459 -25.49365089499499, -49.27251126179687 -25.49213777052965, -49.27111773818098 -25.4904205799223, -49.27095170165027 -25.49021597530795, -49.27092710575987 -25.49018566360526, -49.27018061734888 -25.48926576409525, -49.26840974356892 -25.48708343938112, -49.26838748262471 -25.48705600472731, -49.26728557166317 -25.48569802527162, -49.26682496325643 -25.48513738241601, -49.26682492028114 -25.48513733121449, -49.266794562751 -25.48510037880206, -49.2666082519352 -25.48487360346555, -49.26660667436793 -25.48487168325724, -49.26660639974954 -25.48487224866237, -49.26638044600681 -25.48533631956243, -49.26611184631523 -25.4858879743426, -49.26520582255336 -25.48774872815857, -49.26500618478273 -25.48815872550012, -49.26500125112142 -25.48816885765189, -49.26498086210688 -25.48821073291642))",980.0,2.0,55.0,0.8
