bairro,precos,quartos,areas,IDHM,regional
Bairro alto,950.0,3.0,65.0,0.796,Regional boa vista
Bairro alto,520.0,1.0,26.0,0.796,Regional boa vista
Batel,1300.0,1.0,38.0,0.948,Regional matriz
Batel,1200.0,2.0,92.0,0.948,Regional matriz
Batel,1990.0,3.0,188.0,0.948,Regional matriz
Batel,3000.0,1.0,45.0,0.948,Regional matriz
Batel,2300.0,3.0,85.0,0.948,Regional matriz
Batel,2800.0,3.0,154.0,0.948,Regional matriz
Batel,1200.0,1.0,37.0,0.948,Regional matriz
Batel,1400.0,2.0,50.0,0.948,Regional matriz
Batel,1900.0,1.0,31.0,0.948,Regional matriz
Batel,1600.0,,125.0,0.948,Regional matriz
Batel,2550.0,2.0,136.0,0.948,Regional matriz
Batel,2400.0,4.0,190.0,0.948,Regional matriz
Batel,2500.0,4.0,270.0,0.948,Regional matriz
Batel,2100.0,3.0,130.0,0.948,Regional matriz
Batel,1800.0,1.0,30.0,0.948,Regional matriz
Batel,2300.0,1.0,29.0,0.948,Regional matriz
Batel,2000.0,1.0,29.0,0.948,Regional matriz
Batel,2000.0,1.0,29.0,0.948,Regional matriz
Batel,1190.0,2.0,91.0,0.948,Regional matriz
Batel,1350.0,3.0,165.0,0.948,Regional matriz
Batel,1500.0,3.0,131.0,0.948,Regional matriz
Batel,1350.0,2.0,69.0,0.948,Regional matriz
Batel,890.0,2.0,88.0,0.948,Regional matriz
Bigorrilho,702.0,1.0,30.0,0.948,Regional matriz
Bigorrilho,2600.0,2.0,56.0,0.948,Regional matriz
Bigorrilho,1750.0,2.0,102.0,0.948,Regional matriz
Bigorrilho,1750.0,2.0,102.0,0.948,Regional matriz
Bigorrilho,1450.0,2.0,57.0,0.948,Regional matriz
Bigorrilho,2670.0,3.0,123.0,0.948,Regional matriz
Bigorrilho,2670.0,3.0,123.0,0.948,Regional matriz
Bigorrilho,1750.0,2.0,102.0,0.948,Regional matriz
Bigorrilho,2800.0,2.0,67.0,0.948,Regional matriz
Bigorrilho,2670.0,3.0,123.0,0.948,Regional matriz
Bigorrilho,2800.0,2.0,67.0,0.948,Regional matriz
Bigorrilho,2800.0,2.0,67.0,0.948,Regional matriz
Bigorrilho,1750.0,2.0,102.0,0.948,Regional matriz
Bigorrilho,2670.0,3.0,123.0,0.948,Regional matriz
Bigorrilho,2670.0,3.0,123.0,0.948,Regional matriz
Bigorrilho,3000.0,2.0,64.0,0.948,Regional matriz
Bigorrilho,2750.0,2.0,64.0,0.948,Regional matriz
Bigorrilho,800.0,1.0,59.0,0.948,Regional matriz
Bigorrilho,1000.0,2.0,56.0,0.948,Regional matriz
Bigorrilho,1500.0,2.0,75.0,0.948,Regional matriz
Bigorrilho,2800.0,2.0,67.0,0.948,Regional matriz
Bigorrilho,2300.0,3.0,121.0,0.948,Regional matriz
Bigorrilho,2120.0,3.0,94.0,0.948,Regional matriz
Bigorrilho,2800.0,2.0,67.0,0.948,Regional matriz
Bigorrilho,1900.0,3.0,93.0,0.948,Regional matriz
Bigorrilho,2300.0,3.0,121.0,0.948,Regional matriz
Bigorrilho,1450.0,2.0,57.0,0.948,Regional matriz
Bigorrilho,2850.0,3.0,151.0,0.948,Regional matriz
Bigorrilho,2800.0,2.0,67.0,0.948,Regional matriz
Bigorrilho,2500.0,2.0,61.0,0.948,Regional matriz
Bigorrilho,1350.0,1.0,34.0,0.948,Regional matriz
Bigorrilho,1600.0,2.0,70.0,0.948,Regional matriz
Bigorrilho,1150.0,2.0,87.0,0.948,Regional matriz
Bigorrilho,1350.0,1.0,34.0,0.948,Regional matriz
Bigorrilho,800.0,,22.0,0.948,Regional matriz
Bigorrilho,560.0,1.0,31.0,0.948,Regional matriz
Bigorrilho,1080.0,2.0,64.0,0.948,Regional matriz
Bigorrilho,2750.0,1.0,80.0,0.948,Regional matriz
Bigorrilho,2800.0,1.0,37.0,0.948,Regional matriz
Bigorrilho,2800.0,3.0,193.0,0.948,Regional matriz
Bom retiro,1650.0,1.0,37.0,0.916,Regional matriz
Boqueirao,1700.0,3.0,117.0,0.804,Regional boqueirao
Boqueirao,1860.0,3.0,145.0,0.804,Regional boqueirao
Boqueirao,1100.0,1.0,40.0,0.804,Regional boqueirao
Boqueirao,620.0,1.0,40.0,0.804,Regional boqueirao
Boqueirao,800.0,1.0,35.0,0.804,Regional boqueirao
Boqueirao,900.0,2.0,75.0,0.804,Regional boqueirao
Boqueirao,1100.0,2.0,56.0,0.804,Regional boqueirao
Boqueirao,800.0,1.0,45.0,0.804,Regional boqueirao
Boqueirao,850.0,1.0,45.0,0.804,Regional boqueirao
Boqueirao,700.0,2.0,70.0,0.804,Regional boqueirao
Boqueirao,850.0,3.0,60.0,0.804,Regional boqueirao
Boqueirao,1200.0,2.0,64.0,0.804,Regional boqueirao
Boqueirao,850.0,3.0,60.0,0.804,Regional boqueirao
Boqueirao,850.0,2.0,75.0,0.804,Regional boqueirao
Boqueirao,850.0,2.0,75.0,0.804,Regional boqueirao
Boqueirao,650.0,1.0,42.0,0.804,Regional boqueirao
Boqueirao,750.0,2.0,42.0,0.804,Regional boqueirao
Boqueirao,800.0,3.0,80.0,0.804,Regional boqueirao
Cabral,1554.0,3.0,80.0,0.954,Regional matriz
Cabral,1200.0,1.0,57.0,0.954,Regional matriz
Cabral,1300.0,3.0,58.0,0.954,Regional matriz
Cabral,2350.0,3.0,67.0,0.954,Regional matriz
Cabral,2580.0,3.0,120.0,0.954,Regional matriz
Cabral,1350.0,1.0,60.0,0.954,Regional matriz
Cabral,3250.0,3.0,120.0,0.954,Regional matriz
Cabral,1650.0,3.0,77.0,0.954,Regional matriz
Cabral,1550.0,3.0,120.0,0.954,Regional matriz
Cabral,1200.0,2.0,85.0,0.954,Regional matriz
Cabral,2900.0,2.0,79.0,0.954,Regional matriz
Cabral,1900.0,3.0,104.0,0.954,Regional matriz
Cabral,1150.0,2.0,90.0,0.954,Regional matriz
Cabral,1400.0,1.0,42.0,0.954,Regional matriz
Cabral,1200.0,2.0,70.0,0.954,Regional matriz
Cabral,1450.0,3.0,115.0,0.954,Regional matriz
Cachoeira,750.0,2.0,45.0,0.77,Regional boa vista
Cajuru,800.0,2.0,44.0,0.768,Regional cajuru
Cajuru,819.0,1.0,38.0,0.768,Regional cajuru
Cajuru,1200.0,2.0,47.0,0.768,Regional cajuru
Cajuru,2500.0,4.0,300.0,0.768,Regional cajuru
Cajuru,1250.0,1.0,40.0,0.768,Regional cajuru
Cajuru,1250.0,1.0,40.0,0.768,Regional cajuru
Cajuru,620.0,1.0,75.0,0.768,Regional cajuru
Cajuru,850.0,2.0,134.0,0.768,Regional cajuru
Cajuru,1230.0,1.0,110.0,0.768,Regional cajuru
Cajuru,1480.0,2.0,50.0,0.768,Regional cajuru
Cajuru,1000.0,2.0,65.0,0.768,Regional cajuru
Campo comprido,1133.0,2.0,50.0,0.81,Regional portao
Campo comprido,1480.0,3.0,102.0,0.81,Regional portao
Campo comprido,800.0,2.0,45.0,0.81,Regional portao
Campo comprido,1000.0,2.0,43.0,0.81,Regional portao
Campo comprido,750.0,3.0,47.0,0.81,Regional portao
Campo comprido,1200.0,2.0,51.0,0.81,Regional portao
Campo comprido,500.0,1.0,30.0,0.81,Regional portao
Campo comprido,800.0,3.0,60.0,0.81,Regional portao
Campo comprido,600.0,1.0,25.0,0.81,Regional portao
Campo comprido,750.0,3.0,48.0,0.81,Regional portao
Campo comprido,690.0,2.0,49.0,0.81,Regional portao
Campo comprido,1200.0,3.0,71.0,0.81,Regional portao
Campo de santana,850.0,2.0,48.0,0.759,Regional tatuquara
Capao da imbuia,2750.0,4.0,130.0,0.811,Regional cajuru
Capao da imbuia,2575.0,3.0,185.0,0.811,Regional cajuru
Capao da imbuia,1530.0,2.0,111.0,0.811,Regional cajuru
Capao da imbuia,1100.0,2.0,95.0,0.811,Regional cajuru
Capao da imbuia,1700.0,,157.0,0.811,Regional cajuru
Capao da imbuia,1700.0,,157.0,0.811,Regional cajuru
Capao raso,1290.0,2.0,68.0,0.839,Regional pinheirinho
Capao raso,1200.0,3.0,58.0,0.839,Regional pinheirinho
Capao raso,1990.0,3.0,87.0,0.839,Regional pinheirinho
Capao raso,790.0,2.0,52.0,0.839,Regional pinheirinho
Capao raso,1950.0,3.0,78.0,0.839,Regional pinheirinho
Capao raso,1800.0,,82.0,0.839,Regional pinheirinho
Capao raso,1500.0,2.0,46.0,0.839,Regional pinheirinho
Capao raso,2200.0,2.0,59.0,0.839,Regional pinheirinho
Capao raso,1000.0,2.0,53.0,0.839,Regional pinheirinho
Capao raso,1500.0,3.0,100.0,0.839,Regional pinheirinho
Capao raso,1000.0,2.0,50.0,0.839,Regional pinheirinho
Capao raso,1750.0,3.0,64.0,0.839,Regional pinheirinho
Capao raso,2700.0,4.0,236.0,0.839,Regional pinheirinho
Capao raso,700.0,3.0,64.0,0.839,Regional pinheirinho
Capao raso,800.0,2.0,60.0,0.839,Regional pinheirinho
Centro,1088.0,1.0,27.0,0.932,Regional matriz
Centro,1340.0,1.0,29.0,0.932,Regional matriz
Centro,850.0,1.0,21.0,0.932,Regional matriz
Centro,1600.0,1.0,39.0,0.932,Regional matriz
Centro,900.0,2.0,49.0,0.932,Regional matriz
Centro,1350.0,3.0,170.0,0.932,Regional matriz
